Dataset_Size,Precision,Recall,F1-Score,Accuracy,Processing_Time_sec
521,0.09107468123861566,0.016835016835016835,0.02841716396703609,0.8804545454545455,0.048462867736816406
520,0.09289617486338798,0.01717171717171717,0.028985507246376812,0.8802942722017867,0.05336284637451172
519,0.06375227686703097,0.011784511784511785,0.019892014776925263,0.878939978939979,0.06422162055969238
518,0.12021857923497267,0.022222222222222223,0.037510656436487634,0.8808862317566379,0.047803640365600586
517,0.12021857923497267,0.022222222222222223,0.037510656436487634,0.8806553911205074,0.04795503616333008
516,0.04,0.007407407407407408,0.012499999999999999,0.8772815533980582,0.0535435676574707
515,0.09636363636363636,0.017845117845117844,0.030113636363636363,0.8792359391581182,0.0618739128112793
514,0.06909090909090909,0.012794612794612794,0.02159090909090909,0.8779372674109516,0.0641329288482666
513,0.09636363636363636,0.017845117845117844,0.030113636363636363,0.8787642045454546,0.04726529121398926
512,0.09636363636363636,0.017845117845117844,0.030113636363636363,0.8785269524995553,0.047855377197265625
511,0.12181818181818181,0.02255892255892256,0.038068181818181814,0.8792869875222816,0.09554147720336914
510,0.06545454545454546,0.012121212121212121,0.020454545454545458,0.8768351491337739,0.06367850303649902
509,0.09818181818181818,0.01818181818181818,0.030681818181818178,0.8778811739441661,0.06393837928771973
508,0.06545454545454546,0.012121212121212121,0.020454545454545458,0.8763492917339071,0.05825972557067871
507,0.06545454545454546,0.012121212121212121,0.020454545454545458,0.876104922745239,0.06519508361816406
506,0.06545454545454546,0.012121212121212121,0.020454545454545458,0.8758595859585958,0.04781675338745117
505,0.06545454545454546,0.012121212121212121,0.020454545454545458,0.8756132756132756,0.031969547271728516
504,0.06545454545454546,0.012121212121212121,0.020454545454545458,0.8753659859027653,0.03193020820617676
503,0.12,0.022222222222222223,0.0375,0.8772908366533865,0.048300981521606445
502,0.06545454545454546,0.012121212121212121,0.020454545454545458,0.8748684449283252,0.04757237434387207
501,0.06481481481481481,0.01222921034241789,0.0205761316872428,0.8765925925925926,0.06406569480895996
500,0.06481481481481481,0.01222921034241789,0.0205761316872428,0.8763452831589104,0.0580904483795166
499,0.09444444444444444,0.01781970649895178,0.029982363315696647,0.8772869254796966,0.10660481452941895
498,0.06481481481481481,0.01222921034241789,0.0205761316872428,0.87584767866458,0.06566429138183594
497,0.09245283018867924,0.017779390420899856,0.029823493609251368,0.8787279367011565,0.03227424621582031
496,0.062264150943396226,0.011973875181422351,0.020085209981740716,0.877263198017915,0.03184628486633301
495,0.062264150943396226,0.011973875181422351,0.020085209981740716,0.8770147429531739,0.03205251693725586
494,0.035849056603773584,0.006894049346879536,0.011564211807668898,0.8756936736958935,0.04770803451538086
493,0.035849056603773584,0.006894049346879536,0.011564211807668898,0.875441018561129,0.04784274101257324
492,0.035849056603773584,0.006894049346879536,0.011564211807668898,0.8751873342812128,0.047930002212524414
491,0.03461538461538462,0.006787330316742082,0.011349306431273644,0.8769230769230769,0.04792952537536621
490,0.03461538461538462,0.006787330316742082,0.011349306431273644,0.8766713858738399,0.04782414436340332
489,0.06153846153846154,0.012066365007541479,0.020176544766708705,0.8775220680958385,0.06429409980773926
488,0.03461538461538462,0.006787330316742082,0.011349306431273644,0.876164902858948,0.05728554725646973
487,0.03461538461538462,0.006787330316742082,0.011349306431273644,0.8759100981323203,0.0465395450592041
486,0.08846153846153847,0.017345399698340876,0.02900378310214376,0.8778747026169706,0.04603457450866699
485,0.03653846153846154,0.007164404223227752,0.011979823455233289,0.8754767959313414,0.08001160621643066
484,0.09423076923076923,0.01847662141779789,0.030895334174022696,0.8776078993470298,0.06339001655578613
483,0.03653846153846154,0.007164404223227752,0.011979823455233289,0.8749601021385254,0.047959089279174805
482,0.03653846153846154,0.007164404223227752,0.011979823455233289,0.8747001439309131,0.060088157653808594
481,0.09423076923076923,0.01847662141779789,0.030895334174022696,0.8768429487179488,0.05202174186706543
480,0.06538461538461539,0.01282051282051282,0.021437578814627996,0.8753814035651196,0.04040050506591797
479,0.09423076923076923,0.01847662141779789,0.030895334174022696,0.8763276472481494,0.042574405670166016
478,0.06274509803921569,0.012549019607843137,0.02091503267973856,0.8768446581987093,0.046466827392578125
477,0.06274509803921569,0.012549019607843137,0.02091503267973856,0.8765859284890427,0.03731226921081543
476,0.09607843137254903,0.019215686274509803,0.03202614379084967,0.8777296181630547,0.037474632263183594
475,0.06274509803921569,0.012549019607843137,0.02091503267973856,0.8760651940100935,0.047922372817993164
474,0.09607843137254903,0.019215686274509803,0.03202614379084967,0.8772126186626871,0.047597646713256836
473,0.09607843137254903,0.019215686274509803,0.03202614379084967,0.8769524759056165,0.0641028881072998
472,0.06470588235294118,0.012941176470588235,0.021568627450980395,0.8753590608217809,0.03799128532409668
471,0.06666666666666667,0.013333333333333334,0.022222222222222223,0.875177304964539,0.031694650650024414
470,0.09411764705882353,0.018823529411764704,0.031372549019607836,0.8760817759939796,0.0417020320892334
469,0.09411764705882353,0.018823529411764704,0.031372549019607836,0.8758169934640523,0.03779458999633789
468,0.09019607843137255,0.01803921568627451,0.030065359477124184,0.875383129697275,0.03188753128051758
467,0.06470588235294118,0.012941176470588235,0.021568627450980395,0.8740217116889675,0.06282448768615723
466,0.06274509803921569,0.012549019607843137,0.02091503267973856,0.8736664558296436,0.06383872032165527
465,0.06666666666666667,0.013333333333333334,0.022222222222222223,0.8735632183908046,0.04793810844421387
464,0.06274509803921569,0.012549019607843137,0.02091503267973856,0.873120738576208,0.04783439636230469
463,0.1141732283464567,0.022745098039215685,0.03793328973185088,0.8751379339614633,0.04753994941711426
462,0.11646586345381527,0.0236734693877551,0.03934871099050203,0.8771366594360087,0.04762911796569824
461,0.12224448897795591,0.02489795918367347,0.04136995591726009,0.8770869565217392,0.04408550262451172
460,0.08817635270541083,0.017959183673469388,0.029840623940318754,0.8753376906318083,0.04288792610168457
459,0.11823647294589178,0.024081632653061225,0.04001356391997287,0.8763755458515284,0.031903982162475586
458,0.08817635270541083,0.017959183673469388,0.029840623940318754,0.8747921225382932,0.035353899002075195
457,0.08817635270541083,0.017959183673469388,0.029840623940318754,0.8745175438596491,0.06348752975463867
456,0.09018036072144289,0.018367346938775512,0.030518819938962365,0.8743296703296703,0.04818606376647949
455,0.09218436873747494,0.018775510204081632,0.031197015937605967,0.8741409691629956,0.06404614448547363
454,0.09218436873747494,0.018775510204081632,0.031197015937605967,0.8738631346578366,0.048143625259399414
453,0.05811623246492986,0.01183673469387755,0.01966768396066463,0.8720796460176992,0.0483250617980957
452,0.09018036072144289,0.018367346938775512,0.030518819938962365,0.8732150776053215,0.06388092041015625
451,0.09018036072144289,0.018367346938775512,0.030518819938962365,0.8729333333333333,0.05858206748962402
450,0.08793456032719836,0.018282312925170068,0.030271031326997537,0.8747784191627653,0.03864908218383789
449,0.08793456032719836,0.018282312925170068,0.030271031326997537,0.8744989067055393,0.032073974609375
448,0.06938775510204082,0.01445578231292517,0.023926812104152005,0.8733506825549011,0.03199195861816406
447,0.0653061224489796,0.013605442176870748,0.022519352568613652,0.8728836826210304,0.03152799606323242
