average_precision,average_recall,average_f1,average_ndcg,precision_std,recall_std,f1_std,ndcg_std
0.6049166666666668,0.5485254329004329,0.4827095252972113,0.5879249864994645,0.32733582611067114,0.4157223974732077,0.3181331693905355,0.4558897001361529
